Username,comment,sentimen,label_int,skor,alasan
ven,liat rambutnya yg keriting itu asli kalo ai rambut rapih ga seperti itu gw tau mana ai mana bukan,neutral,1,0.0,(tidak ada sinyal sentimen)
່ ‍ ‍‍ ‍ ‍,"ya harus negara lah, trs lu pikir masyarakat harus bayar guru? logis buk udh kena pajak trs di suruh bayar guru, agak laenn",neutral,1,0.0,(tidak ada sinyal sentimen)
Tasya_Tavisha 🐻😻🍄🐨🐹🐱🦁🐸,"ee lu udah jelas"" itu dia yg ngomong
..buset pemerintahan emng pinter dan cerdas....BOONGNYA !!!",positive,2,3.0,"neg=[] pos=['pinter', 'cerdas'] emoji=0.0"
bewan fany,emang tolol tanpa guru bisa apa dia tanpa guru,negative,0,-3.0,"neg=['tolol', '[tanpa guru]'] pos=[] emoji=0.0"
MONKEY • VIP$,Halah nyocot😂😂😂😂,negative,0,-2.0,neg=['nyocot'] pos=[] emoji=-2.0
️,tanpa guru dia hanya ibu ibu yang ngantri sembako,negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
sflnwr.mee,itu yg video asli AI ga sih? mulutnya pas ngucap kaya AI,neutral,1,0.0,(tidak ada sinyal sentimen)
Ashifa_Isra,klu TDK ada guru anak2 TDK bakalan sukses,negative,0,-1.0,neg=['sukses(neg)'] pos=[] emoji=0.0
dwmuks,apakah pejabat wajib di gaji 3 juta perhari?apakah harus pake pajak rakyat?,neutral,1,0.0,(tidak ada sinyal sentimen)
nonacans🍄,"beban negara gundul mu
kau aja gak ada guru EO gak ISO dadi Mentri bek😏",negative,0,-3.25,"neg=['beban', '[beban negara]'] pos=[] emoji=-0.5"
🌟Fajar Madrid 🤍,kalo guru beban lu waktu kecil di ajarin sama siapa Sri lit mulyani,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
y,di bayar brp,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
4N154,admin di sogok cik😹😹,negative,0,-3.5,"neg=['sogok', '[di sogok]'] pos=[] emoji=-1.0"
Alzz x sukapristel@#,"belum ngerasain kali jadi guru 😏
Sri mulyani🐕🐕🐕",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Jivan(Ninjaaa_mount),kalian para orang tingi tau apa tentang kita,neutral,1,0.0,(tidak ada sinyal sentimen)
suspen,"aduh centang biru, situ di tawarin brp duid??? 🤭",neutral,1,0.0,(tidak ada sinyal sentimen)
enjoy jak pus,luh belajar.dari guru,neutral,1,0.0,(tidak ada sinyal sentimen)
TRI WHYU,AI itu memperjelas video asli,neutral,1,0.0,(tidak ada sinyal sentimen)
always you,@addinda. iki loh,neutral,1,0.0,(tidak ada sinyal sentimen)
MX zhax,kalo Sri Mulyani beban masyarakat,negative,0,-3.0,"neg=['beban', '[beban masyarakat]'] pos=[] emoji=0.0"
Ijal woilah,ai ( asli itu ),neutral,1,0.0,(tidak ada sinyal sentimen)
uuuuu,"percuma min kasih tau iq 78 yang cuman fomo ga tau cari informasi, giliran dikasih tau malah nyolot.",negative,0,-1.0,neg=['nyolot'] pos=[] emoji=0.0
Laptop Seken Kotabumi,"ok saya resigen sebagai Dosen kalo cuman jadi beban , sedangkan gajih tidak layak dibawah umr 1,1 perbulan",negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
فضلي,tujuan yg sama aja tapi secara lebih halus,negative,0,-2.0,"neg=['[sama saja]', '[lebih halus]'] pos=[] emoji=0.0"
prsscahadw,di bayar berapa juta?,negative,0,-4.0,"neg=['[bayar berapa]', '[berapa juta]'] pos=[] emoji=0.0"
itin813,"astaghfirullah dzolim, ibu pas kecil sekolah diajarin siapa kalo bukan guru😭",negative,0,-1.0,neg=['dzolim'] pos=[] emoji=0.0
rr🕷,oajasidekk🗿,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
margarethlinandi,saya kecewa sebagai guru saya sangat tersinggung kata kata guru beban negara 😭,negative,0,-5.0,"neg=['kecewa', 'tersinggung', 'beban', '[beban negara]'] pos=[] emoji=0.0"
xx.rifqinilo,di bayar berapa 🙄🙄🙄min,negative,0,-2.75,neg=['[bayar berapa]'] pos=[] emoji=-1.5
sudarsonosudarso54,itu video gabungan jd ga ada hoax itu asli semua,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
monica.,"knp lah kau bisa sampai bisa berdiri dan sukses
kalo bukan karena guru",positive,2,1.0,neg=[] pos=['sukses'] emoji=0.0
FADIL🍁,Sri Mulyani beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Pasha.,sribudi apo seh gunan,neutral,1,0.0,(tidak ada sinyal sentimen)
luckistrik,biadap ke uang negara,neutral,1,0.0,(tidak ada sinyal sentimen)
pirly,trs anaknya sekolah di ajar sama siapa?,neutral,1,0.0,(tidak ada sinyal sentimen)
Kii Aubert,oalah gitu toh bener kan yang vid awal itu hoax,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
.,KLO gd guru lu ga bkl bisa baca nulis 🗿,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
ɑׁׅ݊ꪀɑׁɑׁׅ,serius di bayar gini astaga,neutral,1,0.0,(tidak ada sinyal sentimen)
Sulton Sulton jn,aplah masa dpr gaji 3jt perhari cuma duduk di sopa yg empuk dapat gaji 3jt. selalinkan guru gaji perbulan aja Masi 5000k.,neutral,1,0.0,(tidak ada sinyal sentimen)
NNF,beban mata mu kui,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
CoolMan,Sri mulyono awet bnr umur nya,neutral,1,0.0,(tidak ada sinyal sentimen)
️,dibayar berapa min?,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Gallery kit,👌,neutral,1,0.0,(tidak ada sinyal sentimen)
aye💨,preeet ahhh ...,neutral,1,0.0,(tidak ada sinyal sentimen)
Ardi | selfcare 🦖,tetep aja sama point nya,neutral,1,0.0,(tidak ada sinyal sentimen)
Riczz,cairr,negative,0,-1.0,neg=['cairr'] pos=[] emoji=0.0
Xten,bubarkan dpr,negative,0,-1.0,neg=['bubarkan'] pos=[] emoji=0.0
@rangga23,sri mulyani anjj,neutral,1,0.0,(tidak ada sinyal sentimen)
Elzio Ananta Irham,Apakah video semacam ini hasil AI,neutral,1,0.0,(tidak ada sinyal sentimen)
YUNI,Min...elu dibayar berapa?,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
🍄Pria Kekasihmu🍄( GKGTI ),centang biru Hmmmm cair berapa min dari sri mulyani?,negative,0,-3.0,"neg=['cair', '[cair berapa]'] pos=[] emoji=0.0"
Cutday203,"yang beban negara tuh DPR
dewan perwakilan rakyat tapi giliran rakyat nya pada minta perwakilan minta keadilan, suara malah dibungkam
lalu apa guna nya adanya DPR?",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
ebing.mokodompit,mempunyai kalimat yg berbeda tpi mempunyai makna yg sama,neutral,1,0.0,(tidak ada sinyal sentimen)
I'M.Bad🍂,"haha. manaa ada, udh jelas gtu gerakan mulut nya samaa.",neutral,1,0.0,(tidak ada sinyal sentimen)
ikun,anda kalo ga ada guru gak mungkin bisa begini,neutral,1,0.0,(tidak ada sinyal sentimen)
user90003959413775,sri Mulyani itu beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
ayahmu,koe kui beban Leng,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
Ella,"di tempat ku guru-guru memang beban, murid yg didik tdk berkualitas, ada yg lulus tapi tdk bisa baca tulis",negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
pangaisbungsu💮,kocaK,neutral,1,0.0,(tidak ada sinyal sentimen)
gungdepung0,😂😂😂😂 sebenarnya intinya omongannya sama,negative,0,-1.0,neg=[] pos=[] emoji=-2.0
Byyym,"klo emng AI ,,zaman fitnah emng udh terasa bnggt,, "" klo """,negative,0,-1.0,neg=['fitnah'] pos=[] emoji=0.0
ARIFIN ANSHOR,lah sama aja,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
pnjmln,💯,neutral,1,0.0,(tidak ada sinyal sentimen)
ria.265,ai itu bahaya skrng di salah gunakan dan di gunakan untuk berbohong padahal dia nyebut malah di blng hoax,negative,0,-2.0,"neg=['bahaya', 'bohong'] pos=[] emoji=0.0"
dontol beban,tadi bilangnya kayak gitu tapi setelahnya guru itu beban wkwkwkwkk🤣,negative,0,-1.25,neg=['beban'] pos=[] emoji=-0.5
@lord.kasih☂️,lbh menyakitkan video asli nggak sihhh,negative,0,-1.0,neg=['menyakitkan'] pos=[] emoji=0.0
puela🌼,guru adalah ibu dari semua profesi,neutral,1,0.0,(tidak ada sinyal sentimen)
Bagasand🌊,dpr itu baru beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
pintarapp,Tetap aja tantangan keuangan negara dianggapnya sangat berat,neutral,1,0.0,(tidak ada sinyal sentimen)
Na Na💗,kalau emg ada yang palsu atau asli. Sebar dong video full nya!!!. jgn d potong,negative,0,-1.0,neg=['palsu'] pos=[] emoji=0.0
Fitroh Insani,Sebenarnya Yg Bikin Beban Negara Itu Para2 Semua Oknum Yg Menyalahgunaan Aturan Negara..#SalamPengabdian..🇮🇩💪☺️🙏,negative,0,-1.5,"neg=['beban', '[beban negara]'] pos=[] emoji=3.0"
arifin123,percaya dan tidak tergantung hatinya masing masih,neutral,1,0.0,(tidak ada sinyal sentimen)
"""DEATH CLOWN""",kocak lu smua,neutral,1,0.0,(tidak ada sinyal sentimen)
pemas99,yang Beben negara guru apa DPR nya boss,neutral,1,0.0,(tidak ada sinyal sentimen)
user7263672,mentri dn dpr itu beban rakyat,negative,0,-3.0,"neg=['beban', '[beban rakyat]'] pos=[] emoji=0.0"
jijiiiayy,when sister hong jadi menteri,neutral,1,0.0,(tidak ada sinyal sentimen)
qadafi,Halahhh anj*** pala BPK dia beban negara,negative,0,-5.0,"neg=['anj', 'beban', '[beban negara]'] pos=[] emoji=0.0"
Belajar Trading,cucok itu pembuat videonya ditangkap aj,neutral,1,0.0,(tidak ada sinyal sentimen)
mas_nazril,lah dia jdi seperti ini dari siapa kalau bukan dari guru,neutral,1,0.0,(tidak ada sinyal sentimen)
heriutomo00,di bayar brp bro 😏,negative,0,-2.25,neg=['[bayar berapa]'] pos=[] emoji=-0.5
nsasunskie,lo yg beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
Afri Abi,dibayar berapa lu min😂,negative,0,-2.25,neg=['[bayar berapa]'] pos=[] emoji=-0.5
Rino Richarlin,tanpa guru kau tidak akan jadi seperti ini 😡,negative,0,-1.5,neg=['[tanpa guru]'] pos=[] emoji=-1.0
rizqon_10,"Terus video yg realnya yg mana, yg tanpa editan",neutral,1,0.0,(tidak ada sinyal sentimen)
Surya.i7,DPR itu yg beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
mah akbar,emang iya,neutral,1,0.0,(tidak ada sinyal sentimen)
Ulat bulu,kami masyarakat lebih percaya yg awal viral,neutral,1,0.0,(tidak ada sinyal sentimen)
Dacascos🌑,yg asli mana,neutral,1,0.0,(tidak ada sinyal sentimen)
birr🥶🥶,beban mmng,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
Zakiashop03,"poho meren maneh na bisa nepi jd mentri di sakolakeun di didik ku saha? ti SD nepi ka sarjana ku saha di didik.
ay lieuran",positive,2,1.0,neg=[] pos=['sayang'] emoji=0.0
🥉jugawan?,blm isep lem aibon,neutral,1,0.0,(tidak ada sinyal sentimen)
𝙎𝙐𝙍𝙔𝘼 𝙍𝘼𝙃𝘼𝙍𝙅𝙊,mending guru drpd DPR,positive,2,1.0,neg=[] pos=['baik'] emoji=0.0
jamalman,baca komen iq langsung turun wkkw🤭,neutral,1,0.0,(tidak ada sinyal sentimen)
Milex,itu sama aja secara tidak langsung bilang guru beban,negative,0,-2.0,"neg=['beban', '[sama saja]'] pos=[] emoji=0.0"
Diki Dwi Aryanto,"That’s we know ‘clippers’, kita terlalu sering disuguhi video-video dari clippers tapi kita gak jarang malas untuk mencari keaslian video itu.",neutral,1,0.0,(tidak ada sinyal sentimen)
kalengpenyok,"dibayarr ini fix, kaya bandar kmrn wkwk",neutral,1,0.0,(tidak ada sinyal sentimen)
Tampa nama,harus nya jngn d bilang beban,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
amer,beeban negara? hmm ada 2 pengertian si disisi baik sm buruknya,positive,2,1.0,neg=[] pos=['baik'] emoji=0.0
Dicky Aditia,di bayar berpa kau bujang,neutral,1,0.0,(tidak ada sinyal sentimen)
A'a Rƴan👾,real itu masa iya bisa bilang gituu gjls we,neutral,1,0.0,(tidak ada sinyal sentimen)
syaa.ajaa,lu aja beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Lanang panguripan,coba tanya sama Roy panci itu editan atau asli 🤣🤣🤣,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Ngrwira,Alah bct,neutral,1,0.0,(tidak ada sinyal sentimen)
Adity'Stecuu🎭,"iya itu ai tapi Ibu Sri yg terhormat bertujuannya bilang gitu, karena dia bilang ""apakah harus semuanya dari keuangan negara (gaji guru) "" otomatis dia menggagap guru itu ngebebani negara bukannya guru itu sangat penting untuk kemajuan negara? menjadi guru itu pekerjaan yg mulia lhoo dipakai untuk seumur hidup🙂",positive,2,2.5,neg=[] pos=['mulia'] emoji=1.0
fajarr,wkwk,neutral,1,0.0,(tidak ada sinyal sentimen)
koeszero,sak karepmu sri,neutral,1,0.0,(tidak ada sinyal sentimen)
Vy,Kurang partisipasi apalagi masyarakat ini ????? Pajak segitu lebay dikemanain?!?!?! Itu UANG RAKYAT !!!!!!!!,neutral,1,0.0,(tidak ada sinyal sentimen)
GRETDIMARIE,uda ketebak pastii di ba.......,neutral,1,0.0,(tidak ada sinyal sentimen)
Asdtx Template,"Gini bro se olah olah pidato itu si sri mulyonto,mau ucapin guru beban negara",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
hasan,SDM Kita Msh Tabu dg IT...Apapun yg viral Langsung di ambil Mentah² Tampa adax Penyeimbang & Realita,neutral,1,0.0,(tidak ada sinyal sentimen)
badaklaut,"bukan apa2...tp emng beda raut muka yg pertama dan kedua, mukanya terlalu mulus pas yg awal",neutral,1,0.0,(tidak ada sinyal sentimen)
My_Tsukasa✨,halah nyocot 😹,negative,0,-1.25,neg=['nyocot'] pos=[] emoji=-0.5
kiyomasa💦,Kalau aku percaya gatau kelen ya😂😭,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
🕷️,🤡: GuRu iTu bEbAn nEgArA,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
already disappear.,✨,positive,2,0.5,neg=[] pos=[] emoji=1.0
aulv3mic,lah klo gak ada guru ibu sama anak ibu belajar gmna?ibu bisa pinter smpe skrng krna guru,positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
@Zzt,"asli itu, bagi dua bisa kli min",neutral,1,0.0,(tidak ada sinyal sentimen)
Fall,cair cair cairr bagi dong min,negative,0,-3.0,"neg=['cair', 'cair', 'cairr'] pos=[] emoji=0.0"
Karepmulah,ADV nya cair brapa min🤣🤣,negative,0,-3.5,"neg=['cair', '[cair berapa]'] pos=[] emoji=-1.0"
Yola__,cari aman bilang ini AI 😆,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Ares__201,DPR gak ada otak bagaimana mereka bisa jadi DPR kalo gak sekolah dulunya beban negara DPR yang suka korupsi,negative,0,-5.0,"neg=['beban', 'korupsi', '[beban negara]'] pos=[] emoji=0.0"
Alberto05,🤪,neutral,1,0.0,(tidak ada sinyal sentimen)
𝐆✰✮✬✫𝐊,LC cox iku,neutral,1,0.0,(tidak ada sinyal sentimen)
mat terong,"Indonesia ngg akan maju jika begini trus apalagi ada kntor koruptor (DPR)
@DPR RI
@gerindra
@Metropolitan.id",negative,0,-2.0,neg=['koruptor'] pos=[] emoji=0.0
fietsamika,"ibu dlu pintar dari siapa bu, karna jasa guru..
jgn blang beban negara. justru negara. harus sejahtera guru.krna guru pahlawan tanpa tanda jasa👍",positive,2,10.5,"neg=['[beban negara]'] pos=['pintar', 'beban(neg)', 'sejahtera', 'pahlawan', '[guru pahlawan]', '[pahlawan tanpa tanda jasa]', '[tanpa tanda jasa]', '[jasa guru]'] emoji=1.0"
AS Putra,itu ai juga gak bisa nolong jelas jelas dia ngomong guru beban negara masih aja ngelak lu yg beban negara,negative,0,-4.0,"neg=['beban', 'beban', '[beban negara]'] pos=[] emoji=0.0"
rahmayanipanjait8,"gji ibuklh buat dulu 300 ,biar tau ibuk nominalnya",neutral,1,0.0,(tidak ada sinyal sentimen)
rahmayanipanjait8,"knp jdi beban guru,gjinya aj 300 guru yg LM megbdi ,GK lyk sebenarnya buk",negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
Mrfff,@limbo💢 PARAHHHHHH KOCAKNYEEE,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
Nak_beLLo😎,1kata buat ini orang😭😭😭,neutral,1,0.0,(tidak ada sinyal sentimen)
Kawaii,Hoax? Lah terus itu siapa yang ngomong 🤔,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
AkmalDs,"YG JOGET JG AI?
YG GAJI DPR JG HOAX?",negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
i'm adisss 😝😝,apa bedanya 🗿🥱,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
baristaabalabal0,"YANG BILANG INI AI SIAPA SIH? PERBANYAK LITERASI YA MASYARAKAT KONOHA, ITUKAN JELAS DI PERNYATAANNYA KALO PIDATONYA DI POTONG""BUKAN HASIL AI KOCAK",neutral,1,0.0,(tidak ada sinyal sentimen)
b,Eh dulu pas kecil beliau belajar sama syp? guru juga ga si?☺️🥺,positive,2,1.0,neg=[] pos=[] emoji=2.0
CV. GARUDA BERKAH NUSANTARA,"klo videonya hasil deepfake atau AI
kasih dong videobyg aslinya yg belum di otak atik
jadi warga bisa tau perbedaannya
ini malah ga ada video aslinya kocak emang",neutral,1,0.0,(tidak ada sinyal sentimen)
Aether,kek nya sama aja sih yang dia bilang gak ada beda nya cuma penyampai an nya aja yang beda,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
kang troll,pemerintah nya toloI,neutral,1,0.0,(tidak ada sinyal sentimen)
yohanes cabang asli madrid,naikin aja buk pajak nya 1M kami sebagai warga indo sangat setuju atas pernyataan tersebut,neutral,1,0.0,(tidak ada sinyal sentimen)
️,Pejabat beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
──  Lihat 1.296 balasan ﹀.,yg aslinya ngeblur knp ya🤔,neutral,1,0.0,(tidak ada sinyal sentimen)
ichiochaa,asik asik ada yang gajian nih,neutral,1,0.0,(tidak ada sinyal sentimen)
abii gahell,wowww berati ai ya minn?,neutral,1,0.0,(tidak ada sinyal sentimen)
-Manz Ajalah࿐,sama aja 🗿,negative,0,-1.25,neg=['[sama saja]'] pos=[] emoji=-0.5
yogaaa puk🚀🚀,lehelehhhh enek nhh jan²,neutral,1,0.0,(tidak ada sinyal sentimen)
bestari,iya uang di negara kan dari masyarakat jg 🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
MEOW SPIDER,dari grafik udah tau itu buatan AI,neutral,1,0.0,(tidak ada sinyal sentimen)
libert,di bayar berapaa min sampe di bilang hoax 😹,negative,0,-3.25,"neg=['bohong', '[bayar berapa]'] pos=[] emoji=-0.5"
fffffffffff,"gimana mau berpartisipasi, kena pajak mulu",neutral,1,0.0,(tidak ada sinyal sentimen)
blup blup,"percaya ko sama media sosial, percaya tu sama berita 🤭",neutral,1,0.0,(tidak ada sinyal sentimen)
exyourboyy,"cara liat AI tu liat bentuk senyumnya, sama semua, terus kalo AI lebih monyong dan bait intonasinya sama",neutral,1,0.0,(tidak ada sinyal sentimen)
HannahMalfoyy,𝙣𝙟𝙖𝙮 𝙙𝙞𝙨𝙤𝙜𝙤𝙠 𝙢𝙚𝙧𝙖𝙝2 𝙢𝙞𝙢𝙞𝙣𝙣𝙮𝙖 𝙬𝙠𝙬𝙠𝙬𝙠𝙬𝙠𝙬𝙠𝙬𝙠𝙬𝙠𝙬𝙠😂😂😂😂😂,negative,0,-2.25,neg=['disogok'] pos=[] emoji=-2.5
dandelionsss_,apakah gaji menteri harus juga dr keuangan negara?,neutral,1,0.0,(tidak ada sinyal sentimen)
df~,terus aslinya mana??,neutral,1,0.0,(tidak ada sinyal sentimen)
Tegar Wijaya,menye menye ah mnh,neutral,1,0.0,(tidak ada sinyal sentimen)
️,hoax apa yg ngomong dia sendiri,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Kumaha aing,iya min gue percaya deh,neutral,1,0.0,(tidak ada sinyal sentimen)
Sukma Cahya,beda posisi kamera nya,neutral,1,0.0,(tidak ada sinyal sentimen)
dokter jiwa,"ini banyak bocil bocil yang sok tau kalo itu real😹 cil cil, mending main ff aja sono blm cukup umurmu untuk menonton politik🤭",positive,2,0.75,neg=[] pos=['baik'] emoji=-0.5
destroyer,Halah banyak omong,negative,0,-2.0,neg=['[banyak omong]'] pos=[] emoji=0.0
𝓢𝓱𝓮,ai=asli itu😹,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Ximokell_001,hoaks boong bgt ai,negative,0,-1.0,neg=['boong'] pos=[] emoji=0.0
i l a a,mimin di bayar,neutral,1,0.0,(tidak ada sinyal sentimen)
dim,anjai,neutral,1,0.0,(tidak ada sinyal sentimen)
bob,Mulyani sama Mulyono adik Kaka gays,neutral,1,0.0,(tidak ada sinyal sentimen)
belajardaricerita_,Itu dari awal saya liat videonya jelas2 AI. Makanya saya gk mau komentari. Saya udah biasa pake AI jadi tau. Dari mukanya aja udah jelas2 beda itu. Mohon kedepannya mungkin bisa di validasi dlu sebelum dikomentari,neutral,1,0.0,(tidak ada sinyal sentimen)
6March,dari eangle kamera aja beda🤭😹,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
l lawliet :|,gak ada guru jadi apa anak Indonesia?,neutral,1,0.0,(tidak ada sinyal sentimen)
p,admin udah di suap,negative,0,-3.0,"neg=['suap', '[di suap]'] pos=[] emoji=0.0"
𝗙 𝗳𝗼𝗿 𝗙𝗮𝗶𝗹🕊️,kenapa engga partisipasi dari para pejabat aja min😹🤭,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Jay,turunkan gaji DPR.. mereka beban asli negara,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
Selly💫ma,ihhh kok masih aja ada yang percaya ginian,neutral,1,0.0,(tidak ada sinyal sentimen)
drinkwater36apex,"apa bedanya,,,",neutral,1,0.0,(tidak ada sinyal sentimen)
Yang Zihao,haha VT lucu bgt ini 😭😭😭😹,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Bawatdehel,indonesia 2045 ganti rakyat,neutral,1,0.0,(tidak ada sinyal sentimen)
pukimwk,💔💔💔,neutral,1,0.0,(tidak ada sinyal sentimen)
Biyyuu Parkerr,"bukti sdm indonesia itu rendah, informasi yg sepotong potong aja langsung di cerna tanpa tau kebenarannya💔",neutral,1,0.0,(tidak ada sinyal sentimen)
orang baik,emang iya hoax,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
nocthry_,"AI? , EMANG KITA MANUSIA BODOH KAH?",negative,0,-2.0,neg=['bodoh'] pos=[] emoji=0.0
sebelas,hoax apaan dah tau aslinya gitu dasar media yg dibayar,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Baswan,ini yang bikin prompt ai nya pinter ini kaya meringkas sebuah pidato dan membuat huru hara hoax.,neutral,1,0.0,neg=['bohong'] pos=['pinter'] emoji=0.0
Karolianawati Junaidi,pada intinya sama nggak sih. cuman AI nya menyingkat🗿,negative,0,-1.25,neg=['[intinya sama]'] pos=[] emoji=-0.5
️,yg pertama asli yg kedua palsu,negative,0,-1.0,neg=['palsu'] pos=[] emoji=0.0
GreeNusantara,padahal itu video AI hasil deepfake gratisan. tetep aja banyak masyarakat bahkan guru guru yg melihatnya tidak bijak dalam mencerna informasi...akhirnya malu sendiri kan termakan HOAX yang tidak berkualitas...😂😂😂😂,negative,0,-2.0,neg=['bohong'] pos=[] emoji=-2.0
justgirls👄,"emg tanpa guruu dia bisa berdiri dan ngomong seperti ituu di situu,, kyk g pernah di ajar aja prettttlahh",negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
Erdi Jesua,"sama
MUL Y ONO
MUL Y ANI",neutral,1,0.0,(tidak ada sinyal sentimen)
Iti_liliput23,Kuma sia,neutral,1,0.0,(tidak ada sinyal sentimen)
Leo Vernando,mau hoax mau ori namanya menteri dan pejabat negri ini pasti korup memang dari akarnya,negative,0,-3.0,"neg=['bohong', 'korupsi'] pos=[] emoji=0.0"
ytm,DPR beban hidup dunia,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
*Rvnzz*💢,mau hoak mau asli sama aja,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
zupraX,halah sama aja,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
FanzZ,Terus DPR itu gimna buk? gaji 3jt perhari. klo dipikir pikir juga lebih berguna guru dari pada DPR😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
SB sibad collection,"AI atw tidak.... kesimpulan dari yg real sudah mewakili,dia bilang gaji GURU ADALAH TANTANGAN BAGI KEUANGAN NEGARA, APAKAH SEMUANYA HARUS KEUANGAN NEGARA ATAUKAH ADA PARTISIPASI DARI MASYARAKAT?!!!
LAH DPR GAJINE RATUSAN JUTA YA DARI PARTISIPASI MASYARAKAT LOL, MASAK GAJI GURU YG MASIH 300 RB SEBEBAN ITU??",neutral,1,0.0,(tidak ada sinyal sentimen)
